Close,Open,High,Low,Date
0.8900645048305654,0.8431813206858811,0.8896957629351996,0.8766005241482592,2024-10-14
0.8432182364787952,0.8473549799343306,0.8470908611753682,0.870550355672033,2024-10-13
0.8473920784565542,0.8484348777818315,0.8485110245673626,0.8751329090228379,2024-10-12
0.8484574297305976,0.7986282378693907,0.8477936224415098,0.8330812429801573,2024-10-11
0.7986486092058026,0.8178037212696097,0.8161108020262949,0.8234069636840136,2024-10-10
0.8178541198447214,0.8358117475373952,0.8347778981581798,0.851920628977911,2024-10-09
0.8358775283850443,0.8523166727471726,0.8475593686861292,0.8677349307375516,2024-10-08
0.8523393946469747,0.8419263042685152,0.863005475681532,0.8745338824410334,2024-10-07
0.8419485712617846,0.8303538854432689,0.8411027495534538,0.865698240359416,2024-10-06
0.8303902396310675,0.838496898941992,0.8341483411905947,0.8655484837139649,2024-10-05
0.8385919850558945,0.8185625684056914,0.8340312143129044,0.8470834893298391,2024-10-04
0.8185546247920377,0.8062458956585188,0.8193757137419109,0.8379633096218645,2024-10-03
0.8062666005078661,0.8286172929587742,0.8324060788849521,0.8399101460127294,2024-10-02
0.8285951957035698,0.8535716891645385,0.8580715059588299,0.856248596031449,2024-10-01
0.8535944660109163,0.890653046333455,0.8868847178706334,0.88588543616623,2024-09-30
0.8906920405125361,0.8871798613644656,0.8855963222160406,0.9216622987645078,2024-09-29
0.8872187034820934,0.8864647938708501,0.8893297414424175,0.9217821040808687,2024-09-28
0.8865473862409153,0.8727617657789128,0.8930338789493719,0.9098015724447773,2024-09-27
0.8728145705029042,0.8495293688434878,0.8830634534859887,0.8800449269936355,2024-09-26
0.8495665625638482,0.8667201751185699,0.8681736991596146,0.8850018719580682,2024-09-25
0.866758121479233,0.8579204669828531,0.8619952563614536,0.8953051291651067,2024-09-24
0.8517556405242113,0.8496607077708865,0.867104916400691,0.8764657431673532,2024-09-23
0.84969790724147,0.8503903684786575,0.8497847793622442,0.8772594533882442,2024-09-22
0.8503838183357171,0.8447865742429771,0.8478668267400662,0.8808236615499814,2024-09-21
0.8448965295817402,0.8511929952572055,0.8580568650991186,0.8754623736428304,2024-09-20
0.8512448556667932,0.8044947099598687,0.8546162630669673,0.8332010482965182,2024-09-19
0.8045445258457138,0.8033710324699015,0.8171503030657961,0.8282890303257208,2024-09-18
0.803406205306325,0.7727544691718351,0.8174577611197329,0.8043129913889929,2024-09-17
0.7727883015673799,0.8018971178402043,0.7971216069807618,0.802875327592662,2024-09-16
0.8019322261463472,0.8009923385625685,0.8036514304119938,0.8364657431673531,2024-09-15
0.8010274072560638,0.7997373221452025,0.8075898216743287,0.832916510670161,2024-09-14
0.7997577420390533,0.779875957679679,0.7980439811425727,0.8049120179707975,2024-09-13
0.7798809141589563,0.7691207588471362,0.7762144593130509,0.7987570198427556,2024-09-12
0.7692128075654535,0.7738781466618023,0.7685572896840502,0.7736578060651442,2024-09-11
0.7739412159598378,0.7614739146296973,0.7691282832127903,0.7864020965930364,2024-09-10
0.7615364408511136,0.7209339657059468,0.756507862141665,0.7531261699737927,2024-09-09
0.7209655293190509,0.7218533381977381,0.7203888612339316,0.7448146761512543,2024-09-08
0.7218849420624034,0.7085881065304633,0.7222775321366871,0.729299887682516,2024-09-07
0.7086483173287412,0.7454213790587377,0.7535943310591198,0.7390340696368402,2024-09-06
0.7454394209159103,0.7752499087924116,0.7741208163743375,0.7771022089105205,2024-09-05
0.7752692565891247,0.7743743159430865,0.776170536733917,0.7753949831523774,2024-09-04
0.7743936254049795,0.780678584458227,0.7950718866211823,0.8036989891426433,2024-09-03
0.7807127637838943,0.7814520248084641,0.7801821322948084,0.7972444777236991,2024-09-02
0.7814716441434868,0.7868369208318132,0.7851014611577992,0.8011980531636091,2024-09-01
0.7868713697790491,0.7848230572783657,0.7896986911071417,0.8207712467240734,2024-08-31
0.7849011996147224,0.7926450200656695,0.7956868027290562,0.8076226132534632,2024-08-30
0.7926651294474768,0.7870995986866107,0.8151591461450616,0.8205016847622614,2024-08-29
0.7870902775750854,0.8339438161255017,0.8285555327808849,0.8084312991388993,2024-08-28
0.8339511397799247,0.8520685881065305,0.8503264911715616,0.8622538375140397,2024-08-27
0.8520183298794548,0.8650273622765414,0.871145793681005,0.8865743167353052,2024-08-26
0.8650652345232189,0.8654943451295148,0.8639571315627653,0.894017222014227,2024-08-25
0.8655322378214296,0.8572637723458593,0.8698281163069895,0.8932534631224262,2024-08-24
0.8573304923966026,0.8075884713608172,0.8542209598547627,0.8442530887308125,2024-08-23
0.8076092349902222,0.8265888361911712,0.8242804017451905,0.8375439910146013,2024-08-22
0.8266250255392429,0.7962057643195914,0.822025709349653,0.8225982777985774,2024-08-21
0.796226029596334,0.7891280554542138,0.8181312406664519,0.8194833395731936,2024-08-20
0.7892209801231722,0.7990952207223642,0.7957160844484789,0.8081018345189068,2024-08-19
0.7991302063570824,0.7958847136081723,0.8014260197358789,0.8277798577311869,2024-08-18
0.7959195586818832,0.7995913900036483,0.7940763081608152,0.8216997379258705,2024-08-17
0.7996701789206386,0.7605399489237505,0.7956282392902111,0.783466866342194,2024-08-16
0.7605732465485538,0.7876103611820504,0.7955550349916547,0.7914189442156496,2024-08-15
0.7876594378447799,0.8160087559284933,0.8223478082633012,0.8214301759640584,2024-08-14
0.8160736697702928,0.7894053265231668,0.8210154900295745,0.8176263571695994,2024-08-13
0.7894252940661394,0.7983801532287487,0.8073262861995256,0.805630849868963,2024-08-12
0.7984297014097662,0.8184750091207589,0.8235044361804925,0.8338899288655934,2024-08-11
0.8185108432328304,0.8135862823786939,0.8191268191268191,0.839985024335455,2024-08-10
0.813607308601617,0.7947318496898943,0.8363737518667096,0.8303107450393112,2024-08-09
0.794708268877149,0.7268296242247355,0.7958185704664578,0.7593859977536503,2024-08-08
0.7268614459589622,0.7568332725282744,0.7643700038066236,0.7605840509172596,2024-08-07
0.7568955955751439,0.7080773440350238,0.7548388041345788,0.7421340321976788,2024-08-06
0.7080937509121159,0.7925136811382707,0.7909431641826008,0.6800149756645452,2024-08-05
0.7925629724759932,0.8065815395840934,0.8134022429797078,0.7993710220891053,2024-08-04
0.8066168529815242,0.8410215249908793,0.8432842376504348,0.8387869711718459,2024-08-03
0.8410875339307085,0.8528128420284569,0.8790664987848086,0.8765256458255336,2024-08-02
0.8528355856513237,0.8799416271433784,0.8764311440367778,0.8738150505428679,2024-08-01
0.8799655585067571,0.8890331995622036,0.8974847003016017,0.9149532010482966,2024-07-31
0.8891013105280057,0.9095366654505656,0.9083482182073731,0.923399475851741,2024-07-30
0.9095764863839352,0.9220284567676031,0.9442476062194372,0.9377611381505055,2024-07-29
0.9220688246110739,0.9242612185333821,0.9312611636555299,0.9407263197304381,2024-07-28
0.9242870902775752,0.9204377964246626,0.9356680624286258,0.9514339198801947,2024-07-27
0.9204780946265434,0.8717840204304999,0.9170448888758748,0.906476974915762,2024-07-26
0.8718221884942063,0.8862021160160526,0.8866797458346753,0.8918757019842756,2024-07-25
0.8862409153264645,0.8836920831813208,0.90180375391643,0.922216398352677,2024-07-24
0.8837161787455124,0.9238672017511858,0.919284940411701,0.9221564956944965,2024-07-23
0.9238930562447097,0.912207223641007,0.9220374220374221,0.9390640209659304,2024-07-22
0.9122471614955782,0.909449106165633,0.9109103686568475,0.9276675402470985,2024-07-21
0.9094889232655207,0.9090259029551259,0.9094609235454306,0.9344365406214902,2024-07-20
0.9091094830857244,0.8548267055819044,0.9069573365348013,0.8896593036315987,2024-07-19
0.8548641312279268,0.8701933600875593,0.8726098796521332,0.8885810557843505,2024-07-18
0.8702314585096758,0.87929952572054,0.8873678662411056,0.8983152377386747,2024-07-17
0.8793526166778554,0.8538635534476469,0.8742789376592194,0.876840134780981,2024-07-16
0.8539155307784362,0.802582998905509,0.8546162630669673,0.8387270685136654,2024-07-15
0.8026181372405943,0.7837431594308647,0.8037099938508389,0.8148259078996631,2024-07-14
0.7837774729284026,0.7685808099233856,0.7828760504816843,0.7977087233245976,2024-07-13
0.7685852718834827,0.765341116380883,0.7764487130684313,0.7885735679520779,2024-07-12
0.7653746242082835,0.7655600145932142,0.7885274223302392,0.7966154998128042,2024-07-11
0.765622719710458,0.7723020795330172,0.7893326696143598,0.8006289779108948,2024-07-10
0.7723358921222382,0.7522947829259394,0.7721296594536031,0.7831823287158368,2024-07-09
0.7523569072706576,0.7616928128420285,0.7708266229392989,0.7549382253837514,2024-07-08
0.7617261609410118,0.7723312659613281,0.775497057187198,0.7891126918757021,2024-07-07
0.7723504859753072,0.7517986136446553,0.7698310444789318,0.7806963684013479,2024-07-06
0.7518315285601705,0.7780080262677855,0.7792890398524202,0.7457132160239611,2024-07-05
0.7780274948191822,0.7978402043049982,0.8039296067465082,0.7914788468738301,2024-07-04
0.79788972884621,0.8298139365195185,0.8300635413311469,0.8342643204792213,2024-07-03
0.8298502670675112,0.8506968259759212,0.8469298117185441,0.8661475102957694,2024-07-02
0.8507486646624443,0.8316672747172565,0.853459635149776,0.8665668289030326,2024-07-01
0.8317036864072853,0.8174242977015688,0.8271353693888905,0.8493747660052415,2024-06-30
0.8174600858118561,0.8028456767603065,0.8142806945623847,0.8392512167727444,2024-06-29
0.8028808265958379,0.8231156512221818,0.8293022166261603,0.8393859977536504,2024-06-28
0.823122500802662,0.8173075519883255,0.8319522122339024,0.8486559341070761,2024-06-27
0.8173725226934416,0.8326450200656695,0.8338701648560803,0.8503781355297642,2024-06-26
0.8326960684159832,0.791754834002189,0.8320986208310152,0.8187794833395733,2024-06-25
0.7917165289979861,0.8633053630062022,0.858130069397675,0.8261774616248597,2024-06-24
0.8633431598610666,0.8658445822692449,0.8637375186670961,0.8983751403968552,2024-06-23
0.8658824902950878,0.8643998540678585,0.8636496735088284,0.8972220142268814,2024-06-22
0.8644231049881791,0.8760744253921927,0.8732540774794296,0.8904679895170349,2024-06-21
0.8760981874434489,0.8744107989784751,0.892418962841498,0.9078697117184575,2024-06-20
0.8744490820466421,0.867318496898942,0.8813504728997686,0.9027480344440285,2024-06-19
0.8673564694550656,0.9001240423203211,0.8961231003484524,0.9007263197304382,2024-06-18
0.9001634511543738,0.8984166362641373,0.9041462914702352,0.9159865219019094,2024-06-17
0.8984559703452907,0.8927836556001459,0.8965037627009458,0.927592661924373,2024-06-16
0.8928227430606229,0.8830791681867932,0.8940148165500278,0.9217222014226882,2024-06-15
0.8831032369166107,0.899525720539949,0.9049808204737783,0.9154473979782853,2024-06-14
0.8995796970316103,0.9140167821962788,0.9238236069221986,0.9337027330587796,2024-06-13
0.9141005808353522,0.9111419190076615,0.9441890427805921,0.9435117933358292,2024-06-12
0.9111672163684656,0.9422546515870122,0.9395039676729817,0.9325645825533508,2024-06-11
0.9423104988178979,0.9452462604888728,0.9466487072120875,0.9778509921377763,2024-06-10
0.9452876448439917,0.9414666180226196,0.9420368364030336,0.977162111568701,2024-06-09
0.9415078368990981,0.9391608901860636,0.9375713741910925,0.9743317109696743,2024-06-08
0.9392166019672514,0.9560160525355711,0.9726069514801909,0.9678622238861849,2024-06-07
0.9560579084089782,0.9685662167092303,0.9681707709876723,0.9965406214900787,2024-06-06
0.9686378097545314,0.956439255746078,0.9702351322069631,0.9925421190565331,2024-06-05
0.956524911707189,0.9370594673476834,0.9600890164270446,0.9681916885061774,2024-06-04
0.9370567117130266,0.9161182050346589,0.9480542297443706,0.9532010482965183,2024-06-03
0.9161583141180936,0.9159284932506385,0.9209832801382096,0.949502059153875,2024-06-02
0.9159685940281954,0.9137395111273259,0.9122573277502855,0.9474354174466493,2024-06-01
